,theta_min,theta_max,t_min,t_max,velocity,Peak Stress (MPa),Strain Energy Density (MPa)
0,0.9332,1.4822,2.59153,0.9939,0.0,0.74977,0.13977
1,1.5665,1.5472,2.2993,1.08162,0.0,0.34869,0.07186
2,1.0963,1.2488,1.36207,2.24614,0.0,0.38119,0.12755
3,1.3223,0.8613,1.01014,2.5983,0.0,0.70156,0.15535
4,1.3342,1.0808,1.45496,2.1396,0.0,0.36792,0.12347
5,0.8921,1.5471,1.71776,1.81364,0.0,0.48058,0.1242
6,1.1915,1.5599,1.13245,2.35858,0.0,0.34084,0.09109
7,1.1802,1.3139,1.95924,1.62229,0.0,0.36993,0.10889
8,1.337,1.4432,1.40965,2.09343,0.0,0.28788,0.08492
9,0.996,1.4108,1.81535,1.75979,0.0,0.44347,0.12542
10,1.3129,1.5584,1.07336,2.38999,0.0,0.28944,0.075
11,1.1524,1.3853,1.81035,1.75543,0.0,0.33056,0.09612
12,1.1624,1.0263,1.88697,1.73412,0.0,0.56065,0.15408
13,1.3991,1.0924,1.86081,1.70852,0.0,0.32417,0.11275
14,1.3472,0.973,0.91726,2.70213,0.0,0.77287,0.14931
15,1.2217,1.0879,2.24558,1.3684,0.0,0.44659,0.13533
16,1.3367,1.0291,1.1275,2.48215,0.0,0.60978,0.13407
17,1.4106,1.3956,1.01169,2.49835,0.0,0.47256,0.09735
18,1.0469,1.4466,1.75179,1.80855,0.0,0.33657,0.11426
19,1.0612,1.271,1.82418,1.77989,0.0,0.4692,0.12744
20,1.1813,0.8177,1.86866,1.73036,0.0,0.54149,0.17339
21,1.1565,1.2778,1.48396,2.10918,0.0,0.42266,0.11776
22,1.2533,1.184,2.33254,1.26608,0.0,0.40567,0.11853
23,1.5274,1.188,2.32206,1.18423,0.0,0.32471,0.09025
24,0.8246,1.2346,1.3423,2.26034,0.0,0.5575,0.1765
25,1.218,0.8305,2.62818,0.99031,0.0,0.7948,0.17318
26,1.121,1.4781,1.87917,1.66412,0.0,0.31066,0.10079
27,1.137,0.9388,1.9306,1.68951,0.0,0.48287,0.17556
28,1.1309,1.3769,2.84517,0.76441,0.0,0.84211,0.11492
29,0.9427,1.0199,2.49444,1.13627,0.0,0.60152,0.17626
30,1.0022,1.0574,2.29012,1.34119,0.0,0.6034,0.17365
31,1.2312,1.0672,1.32806,2.29008,0.0,0.41344,0.13066
32,0.9526,1.1438,1.21283,2.41672,0.0,0.67909,0.16557
33,1.5395,1.0956,1.2244,2.31911,0.0,0.38896,0.11159
34,0.939,1.1673,2.7686,0.87196,0.0,0.73836,0.16841
35,1.1434,0.8109,1.39062,2.20917,0.0,0.57318,0.17409
36,1.3984,0.8392,1.89271,1.67779,0.0,0.45578,0.14384
37,1.1036,0.9899,2.94342,0.71239,0.0,0.93191,0.15209
38,0.9716,1.2746,1.37458,2.23366,0.0,0.55579,0.15755
39,0.9183,1.2228,1.18145,2.43827,0.0,0.74683,0.16822
40,1.2998,0.9713,1.89141,1.70935,0.0,0.53729,0.14148
41,0.9753,1.1778,2.7904,0.85338,0.0,0.79412,0.15297
42,1.4261,1.4643,1.64351,1.82136,0.0,0.22406,0.07239
43,1.4758,1.1265,2.55786,0.98438,0.0,0.40454,0.10654
44,1.5351,1.3505,2.22896,1.23286,0.0,0.37106,0.07947
45,1.0508,1.2705,1.27686,2.33191,0.0,0.44447,0.14024
46,1.0006,1.4765,1.21643,2.33579,0.0,0.35253,0.12501
47,1.3203,1.4001,2.07747,1.44902,0.0,0.32708,0.08884
48,1.3652,1.2925,0.83621,2.73139,0.0,0.85459,0.11214
49,1.2053,1.3671,1.6411,1.9192,0.0,0.31321,0.09997
50,1.2367,1.4037,1.97858,1.56741,0.0,0.41466,0.10134
51,1.3967,1.1798,1.98131,1.57471,0.0,0.27267,0.09934
52,0.8998,1.5377,2.68741,0.88905,0.0,0.83945,0.14194
53,1.4254,1.2299,1.31992,2.22788,0.0,0.37146,0.09783
54,0.8625,0.907,2.77658,0.83576,0.0,0.96071,0.19716
55,0.9547,1.2137,1.7785,1.83556,0.0,0.55224,0.17179
56,0.9276,1.2112,1.17308,2.44911,0.0,0.6495,0.16363
57,1.2073,1.2352,1.23838,2.36137,0.0,0.373,0.11604
58,1.3553,1.4499,1.62222,1.87186,0.0,0.23456,0.07733
59,1.564,0.8987,1.39776,2.14151,0.0,0.59112,0.1252
60,1.5483,0.802,1.69631,1.82879,0.0,0.60282,0.13482
61,1.3559,1.4922,1.15292,2.32815,0.0,0.34517,0.08153
62,0.9043,0.9574,2.15087,1.4597,0.0,0.49906,0.18883
63,0.905,1.2022,1.11305,2.51077,0.0,0.59227,0.17761
64,1.2234,1.0384,1.76802,1.84539,0.0,0.51311,0.14335
65,0.7882,1.5193,2.08146,1.45604,0.0,0.51172,0.13212
66,1.4919,1.4497,1.98328,1.4628,0.0,0.24871,0.06862
67,1.1963,1.3629,1.7874,1.77657,0.0,0.32218,0.09539
68,1.2784,1.4407,1.7611,1.75917,0.0,0.30785,0.08653
69,0.9228,1.4772,2.21353,1.35473,0.0,0.57554,0.12494
70,1.465,1.4349,1.22329,2.24603,0.0,0.34186,0.08188
71,1.1839,0.9805,2.04395,1.57552,0.0,0.48891,0.16746
72,1.0852,1.457,2.06703,1.49327,0.0,0.38134,0.11002
73,1.0124,1.0537,2.62219,1.01996,0.0,0.70255,0.16858
74,0.818,0.8718,1.64703,1.92233,0.0,0.67749,0.21231
75,1.418,1.5135,1.22416,2.22663,0.0,0.26344,0.07476
76,0.8347,1.4596,2.83725,0.75772,0.0,0.84226,0.15399
77,1.3404,1.2301,0.97968,2.60452,0.0,0.39656,0.11487
78,1.048,1.1458,1.70814,1.9142,0.0,0.49636,0.15521
79,1.2618,0.9215,1.91343,1.69211,0.0,0.54938,0.15455
80,0.9311,1.0986,2.07634,1.54529,0.0,0.53038,0.18189
81,0.8216,1.1192,1.26098,2.35143,0.0,0.61787,0.1816
82,1.17,0.7968,0.79875,2.81391,0.0,0.92123,0.17455
83,1.5326,0.79,1.54203,1.98956,0.0,0.65541,0.14171
84,1.246,1.4891,1.45931,2.04943,0.0,0.25133,0.09084
85,0.7994,1.3004,2.31444,1.27398,0.0,0.63167,0.14904
86,0.7999,1.4006,1.71703,1.84683,0.0,0.52594,0.15245
87,1.0418,0.8814,1.87758,1.73473,0.0,0.60883,0.18944
88,1.3112,1.5167,2.76722,0.75598,0.0,0.79523,0.10443
89,1.3176,0.8458,2.00807,1.58077,0.0,0.48411,0.16652
90,0.8086,0.8994,1.8543,1.71786,0.0,0.65852,0.20966
91,0.8491,1.0643,1.65787,1.94991,0.0,0.52115,0.18822
92,0.9081,1.2233,1.32947,2.2854,0.0,0.65408,0.17347
93,1.2154,1.4284,1.79527,1.74485,0.0,0.25191,0.08771
94,0.9142,1.4803,2.17116,1.39437,0.0,0.54677,0.12424
95,1.0177,1.3859,2.21169,1.37818,0.0,0.42988,0.12178
96,0.8537,1.3048,2.27458,1.3237,0.0,0.58515,0.1487
97,1.5513,1.5459,1.5535,1.82708,0.0,0.22741,0.06377
98,0.7901,1.1706,1.6506,1.9432,0.0,0.50996,0.17624
99,0.8818,1.2995,1.90796,1.68865,0.0,0.57301,0.14896
100,0.9157,0.8184,1.19087,2.39475,0.0,0.80512,0.2088
101,1.5141,1.3113,1.6113,1.87458,0.0,0.26677,0.07876
102,1.1664,0.9205,1.37596,2.24475,0.0,0.54617,0.16246
103,1.1496,0.8532,1.03586,2.58372,0.0,0.7231,0.16671
104,1.2867,1.4059,2.30698,1.23397,0.0,0.37458,0.09139
105,1.3787,1.1598,2.89883,0.68677,0.0,0.95666,0.11622
106,1.236,1.1541,2.02164,1.57979,0.0,0.43096,0.11929
107,1.1885,1.504,1.83522,1.68533,0.0,0.30513,0.09035
108,1.2118,1.3364,1.35985,2.21028,0.0,0.33612,0.10556
109,0.8693,1.1984,1.66102,1.94689,0.0,0.51495,0.16749
110,1.1824,1.4181,2.28648,1.27622,0.0,0.38667,0.09926
111,1.2433,1.0095,1.2625,2.3582,0.0,0.54701,0.14293
112,1.551,0.8901,1.73186,1.7999,0.0,0.51641,0.12431
113,0.9173,1.482,1.69009,1.86314,0.0,0.4855,0.14182
114,1.3357,1.328,1.83791,1.7022,0.0,0.30417,0.0909
115,0.8876,0.978,2.52991,1.08886,0.0,0.64913,0.19505
116,1.1594,0.9378,1.7451,1.87321,0.0,0.59483,0.16284
117,1.1181,1.2395,1.96056,1.64527,0.0,0.46325,0.11856
118,1.1219,1.2685,2.40325,1.20721,0.0,0.41786,0.12836
119,1.5144,1.0704,0.99648,2.57226,0.0,0.58053,0.12513
120,0.9791,0.9559,0.64423,3.00898,0.0,0.81287,0.16596
121,1.1536,1.4862,2.58716,0.97668,0.0,0.50153,0.11852
122,1.2761,1.3807,1.00153,2.54947,0.0,0.37235,0.10117
123,0.9608,0.8237,1.28564,2.30747,0.0,0.63762,0.20568
124,0.8756,1.1255,1.10399,2.52326,0.0,0.58092,0.17267
125,1.2499,1.0356,2.10575,1.50428,0.0,0.67263,0.15588
126,1.2809,1.4289,1.71559,1.80771,0.0,0.2449,0.08862
127,1.3251,1.3446,1.64489,1.89361,0.0,0.2529,0.08881
128,0.9058,1.1077,2.30565,1.31647,0.0,0.57374,0.17228
129,1.3858,1.3312,2.21789,1.30964,0.0,0.34805,0.09427
130,1.1361,1.4602,2.51476,1.05555,0.0,0.43488,0.11409
131,0.9638,1.0939,1.98515,1.63875,0.0,0.53086,0.17352
132,1.4163,0.8538,1.61341,1.95747,0.0,0.5391,0.13917
133,1.3092,1.4974,1.56623,1.92291,0.0,0.2394,0.07777
134,0.8356,1.114,1.64059,1.96549,0.0,0.5004,0.18268
135,0.93,1.3798,1.66344,1.91866,0.0,0.5253,0.13555
136,1.303,0.8876,2.15416,1.44368,0.0,0.70344,0.17961
137,1.5009,1.2612,1.0939,2.43092,0.0,0.35801,0.09544
138,1.0304,1.5146,1.76419,1.77535,0.0,0.31165,0.1071
139,0.8592,1.0898,1.57225,2.03951,0.0,0.51021,0.19236
140,1.4122,0.8933,1.90924,1.6629,0.0,0.46871,0.14541
141,1.4876,0.8286,0.80848,2.77624,0.0,0.78879,0.14509
142,0.8041,0.9882,1.30397,2.29408,0.0,0.67326,0.19831
143,1.2408,0.9935,2.72892,0.90002,0.0,0.75229,0.1516
144,1.3694,0.7882,1.41528,2.15697,0.0,0.56762,0.1511
145,1.3934,0.8165,1.30135,2.27596,0.0,0.57948,0.14878
146,1.2594,1.1924,2.60582,0.99847,0.0,0.49091,0.1197
147,1.3773,0.9332,1.46591,2.12378,0.0,0.60426,0.13792
148,1.168,1.1958,1.16581,2.44969,0.0,0.40328,0.12575
149,1.5228,1.3177,1.68145,1.79759,0.0,0.26925,0.07817
150,1.1636,1.2978,2.9628,0.66288,0.0,0.88721,0.12238
151,1.4424,1.4333,2.31149,1.16701,0.0,0.31158,0.07532
152,1.1835,0.9147,1.56326,2.0524,0.0,0.58892,0.1592
153,1.1297,0.9677,1.30429,2.32442,0.0,0.58707,0.16333
154,1.4015,1.2413,0.98885,2.57677,0.0,0.3859,0.10732
155,0.9574,1.1729,2.3459,1.28017,0.0,0.60491,0.16516
156,1.5156,1.0114,1.68704,1.85591,0.0,0.3234,0.10943
157,1.5543,1.5623,1.6094,1.76193,0.0,0.21632,0.06356
158,1.0926,1.1102,1.63398,1.98988,0.0,0.46166,0.15517
159,0.8411,1.2212,1.82082,1.77949,0.0,0.53868,0.16391
160,0.8712,1.3764,1.48902,2.09085,0.0,0.56331,0.16968
161,1.1156,0.8828,1.43797,2.17786,0.0,0.51834,0.17535
162,1.0671,1.2893,2.10784,1.49631,0.0,0.376,0.11752
163,1.3746,1.5542,2.1503,1.3069,0.0,0.26851,0.07871
164,1.0837,1.1985,1.76823,1.84608,0.0,0.49658,0.13679
165,1.4036,1.4542,2.26553,1.22021,0.0,0.33048,0.08264
166,1.5047,0.985,1.84922,1.6956,0.0,0.3193,0.11661
167,1.1128,1.427,1.67677,1.88107,0.0,0.29585,0.10791
168,1.4563,1.3302,1.26936,2.2408,0.0,0.35667,0.08817
169,1.1451,1.1692,1.44573,2.16986,0.0,0.42731,0.12626
170,0.8454,0.8288,1.69757,1.86678,0.0,0.71963,0.21401
171,1.3441,0.869,1.91757,1.66851,0.0,0.47408,0.14993
172,1.1007,1.2002,1.6505,1.96252,0.0,0.42083,0.13343
173,0.986,1.51,1.85725,1.6892,0.0,0.37458,0.11907
174,0.9322,1.0857,1.93044,1.69021,0.0,0.61053,0.17885
175,1.4799,1.5383,1.89904,1.51677,0.0,0.19619,0.06608
176,0.9817,0.8474,1.87915,1.72042,0.0,0.63179,0.20056
177,1.111,1.118,1.76424,1.85709,0.0,0.47982,0.14369
178,1.4197,1.2885,2.32129,1.20677,0.0,0.41362,0.10044
179,1.1585,1.2827,2.38904,1.21305,0.0,0.41772,0.12254
180,0.8825,1.3991,1.91211,1.66501,0.0,0.51544,0.13854
181,1.4659,1.1648,2.36128,1.17536,0.0,0.44074,0.11262
182,1.1772,1.0323,1.51403,2.10816,0.0,0.54952,0.14767
183,1.3817,1.0554,1.12394,2.47445,0.0,0.54968,0.12835
184,1.4157,1.3908,0.94549,2.56768,0.0,0.42634,0.0961
185,0.9773,1.2504,2.1925,1.42255,0.0,0.59283,0.15029
186,1.0288,1.3219,1.71355,1.88133,0.0,0.46809,0.14627
187,0.7981,1.3973,2.51118,1.06973,0.0,0.66757,0.14003
188,1.2608,1.4437,2.59518,0.95487,0.0,0.41911,0.09778
189,1.1003,1.034,2.2527,1.37743,0.0,0.51049,0.16922
190,1.3187,1.2723,1.47903,2.08338,0.0,0.37142,0.10245
191,0.8262,1.2278,2.04588,1.55172,0.0,0.54051,0.16344
192,1.0448,1.3421,2.82594,0.79915,0.0,0.83453,0.13555
193,1.542,1.0723,1.95978,1.56113,0.0,0.26562,0.09657
194,1.1863,0.8362,2.65962,0.96435,0.0,0.73874,0.16995
195,0.9846,1.5131,1.23683,2.30223,0.0,0.6074,0.13499
196,1.378,1.3442,1.36846,2.1588,0.0,0.32053,0.08999
197,0.9808,1.2811,2.36879,1.24688,0.0,0.59912,0.13888
198,1.3681,0.936,1.34027,2.25529,0.0,0.6452,0.13724
199,0.9219,1.3722,2.19126,1.40081,0.0,0.56297,0.13749
200,0.8185,1.4489,2.91682,0.68188,0.0,0.8072,0.15548
201,1.0573,1.4451,2.09932,1.46866,0.0,0.40133,0.11374
202,1.3895,1.3987,2.01435,1.48892,0.0,0.30711,0.08344
203,1.4294,1.3577,1.94901,1.55208,0.0,0.26078,0.07943
204,1.3399,0.9615,2.22312,1.37075,0.0,0.5782,0.16154
205,1.3322,1.4887,2.12231,1.37263,0.0,0.33304,0.08285
206,1.0376,1.0717,1.0555,2.58556,0.0,0.5597,0.16005
207,1.1134,1.2057,2.78598,0.85047,0.0,0.73606,0.13111
208,1.0368,1.1666,1.652,1.96883,0.0,0.51757,0.1467
209,1.271,1.2984,1.80501,1.75998,0.0,0.30162,0.09664
210,1.019,1.008,2.25415,1.37598,0.0,0.5684,0.1717
211,1.5588,1.212,1.67133,1.82259,0.0,0.26067,0.0841
212,1.2548,0.942,1.89424,1.71355,0.0,0.62818,0.15088
213,0.8598,0.9197,1.48191,2.11356,0.0,0.59929,0.2038
214,1.0621,0.9327,0.81716,2.82705,0.0,0.82278,0.17688
215,0.839,1.3926,0.8386,2.75081,0.0,0.72808,0.14549
216,1.3824,1.495,1.91215,1.55857,0.0,0.27365,0.07663
217,1.2897,1.182,1.58013,2.00726,0.0,0.35158,0.10957
218,1.421,0.932,1.56121,2.01559,0.0,0.5669,0.13497
219,1.2652,1.1462,1.46181,2.13865,0.0,0.39757,0.11844
220,0.9913,1.537,1.36789,2.16119,0.0,0.67527,0.14829
221,1.0605,0.9003,1.86734,1.74885,0.0,0.54675,0.18612
222,1.0281,1.5452,1.36575,2.15695,0.0,0.34788,0.11531
223,1.5405,1.5421,2.46676,0.93499,0.0,0.28544,0.07216
224,1.3288,0.7886,2.09248,1.48577,0.0,0.65643,0.16253
225,1.4858,0.9051,1.15196,2.42242,0.0,0.66203,0.1371
226,0.9928,0.9451,1.95806,1.66093,0.0,0.55733,0.18258
227,0.851,0.8299,1.41797,2.15134,0.0,0.65838,0.20576
228,1.2346,1.0582,1.93762,1.67284,0.0,0.49517,0.13651
229,0.8889,1.3058,2.06312,1.5353,0.0,0.55659,0.14814
230,1.1721,1.3662,2.00347,1.56719,0.0,0.39351,0.10863
231,1.022,0.821,2.04105,1.55878,0.0,0.64197,0.19854
232,0.9988,1.4056,1.66299,1.9118,0.0,0.36448,0.13181
233,1.4553,0.7943,1.01562,2.5561,0.0,0.68754,0.14783
234,0.8079,1.0567,2.66853,0.93922,0.0,0.81752,0.18202
235,1.2576,1.4518,1.81147,1.71098,0.0,0.24651,0.08531
236,1.5378,1.1826,2.43111,1.07264,0.0,0.31789,0.08883
237,1.1059,0.9739,2.41926,1.21363,0.0,0.68468,0.16747
238,1.1879,0.9672,1.69388,1.92419,0.0,0.60181,0.15895
239,1.4448,1.0681,2.41062,1.14829,0.0,0.42495,0.11741
240,1.3291,0.9814,1.4294,2.17227,0.0,0.54193,0.13529
241,0.9554,1.3283,1.71402,1.88073,0.0,0.53595,0.14089
242,0.8727,1.5318,1.69843,1.83694,0.0,0.47456,0.13086
243,1.2297,1.3168,1.83126,1.73854,0.0,0.27841,0.09728
244,0.7907,0.9917,1.75034,1.83395,0.0,0.68295,0.20532
245,0.87,1.4751,2.14983,1.41334,0.0,0.56154,0.12996
246,0.8912,1.4658,2.04743,1.51675,0.0,0.64041,0.13451
247,1.1893,1.1022,1.63339,1.98189,0.0,0.46307,0.13
248,1.3482,0.9294,1.92901,1.66053,0.0,0.53589,0.14471
249,1.2028,1.0161,1.20692,2.42053,0.0,0.5857,0.14655
250,1.3072,1.2798,1.51737,2.04534,0.0,0.38894,0.10452
251,0.9178,1.2324,1.85783,1.75164,0.0,0.56606,0.15919
252,1.1315,1.2597,1.96326,1.63735,0.0,0.42254,0.11944
253,1.0887,1.0873,1.79193,1.83274,0.0,0.55615,0.14523
254,0.8948,1.2535,0.83838,2.78853,0.0,0.7377,0.14606
255,1.3803,1.1247,2.24952,1.32195,0.0,0.37365,0.11199
256,0.9032,1.4153,1.99775,1.57871,0.0,0.51849,0.13269
257,1.1329,1.3936,1.27943,2.28718,0.0,0.37659,0.11143
258,1.4706,1.5154,2.18661,1.24829,0.0,0.36923,0.07514
259,1.3414,1.0107,1.9983,1.59267,0.0,0.43593,0.1359
260,1.4581,1.4718,1.15228,2.30559,0.0,0.27733,0.07421
261,1.0842,1.1206,1.30433,2.32477,0.0,0.40957,0.14891
262,1.1776,0.8768,1.61604,1.99438,0.0,0.55415,0.16751
263,0.8265,1.1148,2.02061,1.58161,0.0,0.50545,0.18673
264,0.83,1.1505,1.07002,2.55064,0.0,0.70547,0.18438
265,1.3453,1.2182,1.98463,1.5795,0.0,0.34899,0.10269
266,1.2483,0.98,2.27104,1.3427,0.0,0.59191,0.16505
267,1.2125,0.996,2.68138,0.95047,0.0,0.81277,0.15399
268,0.8124,1.3037,1.064,2.53501,0.0,0.70941,0.17057
269,1.4639,1.1236,1.27628,2.2843,0.0,0.40739,0.11121
270,0.9759,1.0606,2.66288,0.9788,0.0,0.69543,0.17138
271,1.148,1.0455,1.14794,2.48613,0.0,0.60116,0.15088
272,0.9995,1.0543,2.39931,1.23469,0.0,0.60969,0.17796
273,1.2914,1.2974,2.14224,1.42133,0.0,0.39073,0.11656
274,1.1747,1.2869,1.21878,2.37422,0.0,0.37041,0.11315
275,1.499,1.534,1.41733,1.99182,0.0,0.22483,0.06898
276,1.1142,1.2737,0.79152,2.82777,0.0,0.56854,0.12878
277,0.9118,1.2034,2.48303,1.14067,0.0,0.64231,0.15727
278,0.9583,1.3692,1.74542,1.84024,0.0,0.45018,0.13375
279,0.8336,1.0637,2.51538,1.09579,0.0,0.66393,0.19101
280,1.0677,1.392,1.75691,1.81764,0.0,0.35609,0.11414
281,0.9404,1.4094,1.82367,1.7526,0.0,0.52256,0.13537
282,1.1601,0.9038,1.15765,2.46709,0.0,0.65089,0.16472
283,1.4833,1.1832,1.29824,2.24341,0.0,0.39311,0.09964
284,1.0793,0.9661,1.87091,1.75284,0.0,0.53991,0.18095
285,1.2928,1.2665,2.24432,1.32778,0.0,0.42915,0.11473
286,1.4805,1.2088,0.97208,2.58065,0.0,0.41296,0.10854
287,1.4923,1.1582,1.84567,1.68239,0.0,0.27661,0.10295
288,1.2791,1.5114,0.78351,2.71851,0.0,0.6305,0.09955
289,1.1614,1.2762,1.65706,1.93451,0.0,0.42481,0.11289
290,1.2041,1.5325,1.51348,1.98743,0.0,0.28436,0.08511
291,1.1266,1.3332,2.07883,1.50895,0.0,0.37068,0.11588
292,0.9418,1.2932,2.79596,0.83505,0.0,0.83157,0.14363
293,1.149,1.1368,2.11091,1.5072,0.0,0.51861,0.13392
294,1.4342,1.0036,1.95161,1.61421,0.0,0.39021,0.12232
295,0.9514,1.4722,1.85792,1.70145,0.0,0.46553,0.1258
296,1.0227,0.8709,1.28073,2.33273,0.0,0.58873,0.188
297,0.8015,1.068,1.75353,1.84142,0.0,0.56797,0.20246
298,1.4585,1.1223,2.46375,1.08411,0.0,0.40761,0.10979
299,0.7859,1.1357,2.18284,1.40913,0.0,0.58342,0.17416
300,0.9767,1.3294,2.05453,1.5443,0.0,0.55245,0.13571
301,0.8602,1.4218,2.7264,0.87287,0.0,0.86233,0.15062
302,1.2928,1.1122,2.14948,1.44621,0.0,0.37887,0.12304
303,0.8983,1.1314,1.2306,2.39463,0.0,0.67137,0.17496
304,0.8272,1.4359,1.69686,1.86274,0.0,0.51991,0.14069
305,1.0588,0.9501,1.01527,2.62223,0.0,0.70617,0.16564
306,1.1169,1.4552,1.84538,1.70532,0.0,0.26973,0.09773
307,1.0335,1.0467,1.17229,2.4648,0.0,0.66774,0.16456
308,0.8224,0.9831,2.88376,0.73132,0.0,1.05844,0.19483
309,0.969,1.2238,1.06991,2.55536,0.0,0.77683,0.15569
310,1.2751,1.0186,2.0648,1.54073,0.0,0.4164,0.15244
311,1.4934,1.2943,1.54158,1.95896,0.0,0.28377,0.08053
312,0.9147,1.5431,2.2761,1.27617,0.0,0.56537,0.12508
313,1.06,0.8098,1.79494,1.80144,0.0,0.62605,0.20517
314,1.312,1.3531,2.12864,1.41482,0.0,0.3647,0.10115
315,1.3999,1.2475,2.03818,1.50297,0.0,0.25764,0.09317
316,1.1189,0.94,1.37262,2.25246,0.0,0.55378,0.16709
317,1.1341,1.4732,2.07386,1.47432,0.0,0.40964,0.10368
318,1.0134,1.0392,1.98913,1.63764,0.0,0.59808,0.18781
319,1.2586,0.928,2.60246,1.01748,0.0,0.83693,0.15668
320,1.3163,1.2905,1.79288,1.76262,0.0,0.29543,0.09931
321,0.8485,0.786,0.94808,2.61618,0.0,0.82163,0.19118
322,1.2716,1.1844,1.78645,1.80253,0.0,0.36731,0.10981
323,1.1408,1.1656,1.83647,1.77705,0.0,0.46142,0.13176
324,1.0258,0.8595,1.94027,1.6673,0.0,0.61221,0.20586
325,1.1044,1.378,2.62657,0.97449,0.0,0.76718,0.13657
326,1.1424,1.4098,2.53661,1.04667,0.0,0.45307,0.11191
327,1.3845,1.203,1.44892,2.11323,0.0,0.34918,0.10256
328,1.2262,1.1352,2.51942,1.09636,0.0,0.43576,0.13882
329,0.8959,1.2083,1.8539,1.75599,0.0,0.55791,0.15988
330,0.9412,0.8492,0.93936,2.66971,0.0,0.82162,0.19743
331,1.4938,1.4524,1.48139,1.96435,0.0,0.24602,0.07021
332,1.075,1.0142,1.86038,1.76571,0.0,0.66303,0.17341
333,1.2694,1.2551,1.21982,2.36433,0.0,0.36206,0.1096
334,1.3834,1.1012,1.32883,2.25549,0.0,0.38984,0.11711
335,0.8136,1.1119,1.44981,2.15514,0.0,0.58947,0.18891
336,1.3095,1.5068,1.10054,2.38783,0.0,0.29169,0.08075
337,1.0687,1.1492,1.43743,2.18677,0.0,0.40696,0.14561
338,0.832,1.1715,1.32491,2.28545,0.0,0.56582,0.17594
339,1.2826,1.5298,1.26465,2.21821,0.0,0.30436,0.0841
340,1.2878,1.3075,1.34416,2.21869,0.0,0.33604,0.09981
341,0.9091,1.3079,1.17916,2.42464,0.0,0.60776,0.15666
342,1.3735,1.0596,2.65098,0.93853,0.0,0.47127,0.12705
343,0.8109,1.5409,2.20225,1.33761,0.0,0.73679,0.14742
344,0.8047,1.0452,2.09705,1.49664,0.0,0.52888,0.20174
345,1.5344,1.2836,1.44518,2.04586,0.0,0.36327,0.08728
346,1.3874,1.1093,1.70918,1.8632,0.0,0.35285,0.11396
347,0.8837,1.0136,2.43958,1.17876,0.0,0.59148,0.18494
348,1.0664,1.2483,1.38692,2.22332,0.0,0.40292,0.12999
349,1.156,1.0409,2.4091,1.22036,0.0,0.6654,0.16477
350,0.926,0.9703,0.95745,2.67574,0.0,0.63693,0.18074
351,0.992,1.0933,1.14267,2.49377,0.0,0.65242,0.16537
352,0.8429,1.323,1.33252,2.25864,0.0,0.52112,0.16514
353,1.0519,1.3247,1.87309,1.72101,0.0,0.43251,0.12491
354,1.112,1.2289,2.83137,0.80472,0.0,0.77559,0.14412
355,1.5039,0.8218,0.75864,2.82471,0.0,0.94051,0.15917
356,0.9021,1.3215,1.84375,1.75047,0.0,0.56762,0.14599
357,1.4909,1.1699,1.2581,2.28576,0.0,0.38495,0.11878
358,1.4495,0.8805,1.72478,1.83834,0.0,0.52566,0.13818
359,1.23,1.5673,2.67823,0.8487,0.0,0.82337,0.1139
360,1.1691,0.982,1.95427,1.66602,0.0,0.53725,0.17333
361,1.549,1.2602,1.36894,2.1263,0.0,0.36186,0.08794
362,0.8564,1.5108,1.40411,2.1353,0.0,0.48239,0.14959
363,1.5699,1.0967,2.57327,0.93186,0.0,0.35494,0.10342
364,0.8478,0.9946,1.70889,1.89251,0.0,0.60362,0.19869
365,1.439,1.5202,1.90197,1.53782,0.0,0.23462,0.07153
366,1.2553,1.1297,1.67969,1.92151,0.0,0.42753,0.12058
367,0.8291,1.4081,2.17456,1.39937,0.0,0.64236,0.14432
368,1.4527,1.4904,1.88538,1.56054,0.0,0.2418,0.07598
369,0.9738,1.5239,1.90191,1.64166,0.0,0.42353,0.11909
370,1.327,1.3379,2.04036,1.50129,0.0,0.35716,0.09506
371,1.4402,1.2266,1.4094,2.13176,0.0,0.34719,0.09748
372,1.3418,1.0589,0.89702,2.72116,0.0,0.74971,0.14001
373,1.1784,1.525,1.93775,1.58,0.0,0.33087,0.09036
374,0.9621,1.1811,1.33835,2.28475,0.0,0.63879,0.16618
375,1.2864,1.1893,2.12432,1.46193,0.0,0.36992,0.10887
376,0.8074,1.3541,2.27546,1.30657,0.0,0.61233,0.15092
377,1.2801,0.8252,1.7087,1.88193,0.0,0.56075,0.16047
378,1.3002,0.9544,0.68577,2.95419,0.0,0.86821,0.13812
379,0.8419,1.3108,1.12209,2.47725,0.0,0.71022,0.16922
380,1.3136,1.453,1.33562,2.17096,0.0,0.34863,0.08919
381,1.4382,1.564,1.09036,2.33166,0.0,0.29956,0.07321
382,1.0563,1.2052,1.96338,1.65275,0.0,0.48669,0.13707
383,1.0856,1.4168,2.02636,1.54429,0.0,0.36729,0.1131
384,0.8846,0.799,1.98282,1.58462,0.0,0.69153,0.20846
385,1.4366,1.3163,2.12207,1.38955,0.0,0.3599,0.08843
386,0.8505,1.3887,2.877,0.73478,0.0,1.09207,0.2014
387,0.9097,1.3355,1.52319,2.06867,0.0,0.50459,0.16347
388,0.9742,1.4313,1.51329,2.0542,0.0,0.39855,0.13948
389,0.9876,1.0752,1.7112,1.9141,0.0,0.69166,0.18764
