,theta_min,theta_max,t_min,t_max,velocity,Peak Stress (MPa),Strain Energy Density (MPa)
5158,1.1294,1.2878,1.44622,2.14861,0.827586,1.99807,0.39198
5159,1.5174,0.9754,2.45675,1.08254,0.827586,2.57346,0.40606
5160,0.8449,1.3408,1.8573,1.72691,0.827586,2.83361,0.39642
5161,1.0081,1.2159,2.14846,1.4704,0.827586,2.16637,0.3604
5162,1.0406,1.226,2.31993,1.30116,0.827586,2.05695,0.37817
5163,1.381,1.464,1.77062,1.71048,0.827586,3.85157,0.43151
5164,1.098,1.0532,2.20851,1.42063,0.827586,1.39949,0.38984
5165,1.0018,0.9239,2.61077,1.02282,0.827586,1.67162,0.38634
5166,1.5602,1.1288,2.64848,0.85765,0.827586,2.08816,0.38554
5167,1.1456,1.1404,1.80049,1.81543,0.827586,1.71004,0.36363
5168,1.0755,1.2462,2.14338,1.46836,0.827586,2.07391,0.36039
5169,1.217,1.1229,2.75303,0.87462,0.827586,2.24591,0.37795
5170,1.0805,1.4937,1.96413,1.58214,0.827586,3.11093,0.4126
5171,0.9238,0.999,2.42839,1.19613,0.827586,1.88538,0.41137
5172,0.9968,1.5361,1.15378,2.37564,0.827586,3.24437,0.43005
5173,1.0645,1.2372,1.30612,2.3079,0.827586,2.79625,0.41226
5174,0.9941,1.0773,1.59503,2.03151,0.827586,2.08,0.38151
5175,1.4776,1.0065,0.8968,2.69494,0.827586,3.31395,0.40032
5176,0.9834,1.1603,2.77699,0.86763,0.827586,1.85425,0.3857
5177,1.5688,1.2615,2.63167,0.84376,0.827586,2.67689,0.37904
5178,1.1077,1.4796,1.75257,1.78963,0.827586,2.69793,0.43324
5179,0.9604,0.7903,1.42611,2.153,0.827586,2.50934,0.41541
5180,1.282,1.0942,1.24863,2.3613,0.827586,2.5399,0.40534
5181,0.8025,1.2366,1.8203,1.77042,0.827586,2.14201,0.42737
5182,1.0628,1.0072,1.84723,1.77876,0.827586,1.85043,0.38415
5183,1.5239,0.914,2.4261,1.11213,0.827586,2.3012,0.41307
5184,1.3498,1.3465,1.65536,1.87548,0.827586,2.32576,0.40012
5185,1.2275,1.0798,1.4023,2.21351,0.827586,2.30076,0.40074
5186,1.0988,1.0556,2.19776,1.43108,0.827586,1.56911,0.39135
5187,1.4666,0.8265,1.42278,2.13661,0.827586,2.48105,0.43018
5188,1.1971,1.4968,1.69432,1.82442,0.827586,2.77062,0.41127
5189,0.8765,1.417,1.99594,1.57799,0.827586,2.39798,0.40878
5190,1.3767,1.1401,1.24698,2.33611,0.827586,2.408,0.40594
5191,1.4091,1.153,2.41985,1.14074,0.827586,1.73581,0.4204
5192,1.3949,1.1184,1.4076,2.16859,0.827586,2.63686,0.40398
5193,0.8708,0.9875,1.9195,1.68561,0.827586,1.7521,0.39498
5194,0.9672,1.4509,1.67999,1.8827,0.827586,2.64911,0.4093
5195,1.5216,1.1617,1.08489,2.4597,0.827586,2.64478,0.38592
5196,1.2142,1.0705,1.95043,1.66263,0.827586,1.55988,0.4003
5197,1.4435,1.1741,1.33125,2.22361,0.827586,2.20304,0.38545
5198,1.4187,1.0377,1.67189,1.9001,0.827586,1.94818,0.39808
5199,1.1152,1.4833,1.56148,1.97577,0.827586,3.06919,0.44337
5200,1.0984,0.9848,1.20905,2.42453,0.827586,2.69832,0.40171
5201,1.2441,0.875,2.7557,0.86984,0.827586,2.22014,0.38921
5202,1.4604,1.0822,2.2974,1.25285,0.827586,1.97376,0.42404
5203,1.0693,1.0241,2.01253,1.61479,0.827586,1.60387,0.3906
5204,0.8436,0.9568,2.58402,1.02236,0.827586,1.72291,0.38417
5205,1.1379,1.3968,1.79882,1.76583,0.827586,2.07907,0.41012
5206,1.2682,1.0661,2.41776,1.19248,0.827586,1.925,0.41908
5207,0.7912,1.1392,1.7324,1.8614,0.827586,1.77699,0.41047
5208,1.4969,1.0092,1.37172,2.18847,0.827586,2.29048,0.39681
5209,1.447,1.358,2.58708,0.91995,0.827586,3.18106,0.40199
5210,1.0945,1.3729,1.4259,2.15063,0.827586,1.91586,0.42009
5211,1.3148,1.1756,1.28298,2.30704,0.827586,2.86579,0.41467
5212,1.2955,1.3237,1.79793,1.75431,0.827586,2.73034,0.41702
5213,1.2382,1.5183,1.53951,1.95968,0.827586,2.94108,0.45228
5214,1.2908,1.1242,2.42053,1.17923,0.827586,1.71693,0.40223
5215,1.1908,0.9231,2.10032,1.51611,0.827586,1.62412,0.40526
5216,1.3304,0.8149,1.46473,2.11912,0.827586,2.48237,0.43706
5217,1.0111,0.9108,2.76858,0.87142,0.827586,1.6745,0.38041
5218,1.0867,1.1061,1.02041,2.61912,0.827586,3.0095,0.39486
5219,1.0918,1.2442,1.41492,2.19372,0.827586,2.05413,0.35778
5220,1.4713,1.2858,1.84534,1.66105,1.0,4.8581,0.48395
5221,1.2321,1.4206,1.49543,2.04211,1.0,4.9456,0.54012
5222,1.0872,1.2311,1.14451,2.47324,1.0,3.29195,0.48412
5223,1.2348,1.5399,1.44249,2.04775,1.0,4.60759,0.55254
5224,1.3434,1.3557,1.56296,1.96756,1.0,4.21467,0.51403
5225,0.8942,1.0625,1.86828,1.74663,1.0,2.67454,0.47177
5226,1.4843,0.8478,1.61479,1.9377,1.0,2.85663,0.46565
5227,1.2258,0.9172,1.99847,1.6123,1.0,2.40272,0.48108
5228,1.546,1.0979,1.52853,1.99841,1.0,2.86791,0.44818
5229,0.8871,1.0217,0.96277,2.67037,1.0,3.48392,0.44965
5230,0.9593,0.8449,1.91823,1.67789,1.0,2.53599,0.44124
5231,1.0123,1.023,2.41748,1.2171,1.0,2.51873,0.48308
5232,1.0099,1.462,2.02513,1.53954,1.0,4.54996,0.48923
5233,0.8779,1.0828,1.92012,1.69248,1.0,2.86732,0.47409
5234,1.1462,0.931,0.92235,2.71588,1.0,3.74085,0.4782
5235,1.3612,0.8435,0.7787,2.83305,1.0,4.20772,0.47277
5236,1.5625,1.5528,1.57398,1.79832,1.0,4.26822,0.50853
5237,1.1254,1.5677,0.84107,2.6622,1.0,5.74422,0.4979
5238,1.324,0.8126,1.13576,2.45725,1.0,3.43534,0.49015
5239,1.3213,1.2901,1.29672,2.26421,1.0,3.55116,0.48059
5240,0.8933,0.96,1.86921,1.73714,1.0,2.57149,0.46688
5241,0.9536,0.9183,0.74857,2.88953,1.0,4.16714,0.46879
5242,0.8928,1.0056,2.02953,1.58251,1.0,2.27665,0.46492
5243,0.8138,1.1915,1.891,1.70575,1.0,3.90069,0.49064
5244,1.2987,1.2246,1.55634,2.02096,1.0,3.67089,0.4856
5245,0.9712,0.8714,2.7891,0.84187,1.0,2.24428,0.46768
5246,1.4826,1.5613,1.60693,1.79526,1.0,3.96119,0.50673
5247,1.1058,1.155,1.91169,1.7068,1.0,2.97661,0.47697
5248,0.9286,0.7932,1.24359,2.33368,1.0,3.2348,0.48554
5249,0.8472,1.1933,1.68226,1.92232,1.0,3.18343,0.4674
5250,1.1937,0.9077,1.66318,1.9499,1.0,2.8821,0.45578
5251,1.4679,1.3878,1.43204,2.0493,1.0,4.18054,0.51775
5252,1.0935,1.4667,1.80292,1.74656,1.0,3.56358,0.52362
5253,1.4172,1.4398,1.86346,1.6145,1.0,4.41174,0.47958
5254,0.9484,1.5596,1.41598,2.10648,1.0,4.28338,0.53664
5255,0.9332,1.4822,2.59153,0.9939,1.0,4.26564,0.49929
5256,1.5665,1.5472,2.2993,1.08162,1.0,4.88136,0.49673
5257,1.0963,1.2488,1.36207,2.24614,1.0,3.03439,0.48152
5258,1.3223,0.8613,1.01014,2.5983,1.0,3.65723,0.48903
5259,1.3342,1.0808,1.45496,2.1396,1.0,2.96287,0.4811
5260,0.8921,1.5471,1.71776,1.81364,1.0,4.13691,0.55329
5261,1.1915,1.5599,1.13245,2.35858,1.0,5.25877,0.53538
5262,1.3631,1.1426,0.87277,2.7311,1.0,3.54702,0.4617
5263,1.1802,1.3139,1.95924,1.62229,1.0,4.19781,0.50071
5264,1.337,1.4432,1.40965,2.09343,1.0,4.39672,0.52941
5265,0.996,1.4108,1.81535,1.75979,1.0,3.54558,0.53049
5266,1.3129,1.5584,1.07336,2.38999,1.0,5.34925,0.55545
5267,1.1524,1.3853,1.81035,1.75543,1.0,5.22578,0.51232
5268,1.1624,1.0263,1.88697,1.73412,1.0,2.53533,0.46594
5269,1.3991,1.0924,1.86081,1.70852,1.0,3.12217,0.47594
5270,1.3472,0.973,0.91726,2.70213,1.0,3.68252,0.47756
5271,0.8672,1.3269,1.28606,2.30794,1.0,3.59535,0.49756
5272,1.2217,1.0879,2.24558,1.3684,1.0,2.54878,0.45268
5273,1.3367,1.0291,1.1275,2.48215,1.0,3.29706,0.46779
5274,1.4106,1.3956,1.01169,2.49835,1.0,4.07246,0.50039
5275,1.0469,1.4466,1.75179,1.80855,1.0,5.43693,0.53567
5276,1.0612,1.271,1.82418,1.77989,1.0,4.1819,0.4921
5277,1.1813,0.8177,1.86866,1.73036,1.0,2.66207,0.45741
5278,1.1565,1.2778,1.48396,2.10918,1.0,4.18181,0.49235
5279,1.2533,1.184,2.33254,1.26608,1.0,2.60272,0.4616
5280,1.5274,1.188,2.32206,1.18423,1.0,2.32213,0.47971
5281,0.8246,1.2346,1.3423,2.26034,1.0,3.07117,0.50339
5282,1.218,0.8305,2.62818,0.99031,1.0,1.87951,0.4878
5283,1.121,1.4781,1.87917,1.66412,1.0,5.03902,0.53891
5284,1.137,0.9388,1.9306,1.68951,1.0,2.49984,0.46214
5285,1.1309,1.3769,2.84517,0.76441,1.0,2.97498,0.42475
5286,0.9427,1.0199,2.49444,1.13627,1.0,2.41573,0.48538
5287,1.0022,1.0574,2.29012,1.34119,1.0,2.5358,0.46129
5288,1.2312,1.0672,1.32806,2.29008,1.0,3.11924,0.47994
5289,0.9526,1.1438,1.21283,2.41672,1.0,3.26446,0.45981
5290,1.0108,1.5261,1.6833,1.85212,1.0,4.03688,0.5418
5291,1.5395,1.0956,1.2244,2.31911,1.0,3.17327,0.45969
5292,0.939,1.1673,2.7686,0.87196,1.0,1.94108,0.44491
5293,1.1434,0.8109,1.39062,2.20917,1.0,3.03103,0.49192
5294,1.3984,0.8392,1.89271,1.67779,1.0,2.56371,0.43555
5295,1.1036,0.9899,2.94342,0.71239,1.0,2.32795,0.43484
5296,0.9716,1.2746,1.37458,2.23366,1.0,3.8759,0.49928
5297,0.9183,1.2228,1.18145,2.43827,1.0,3.2822,0.4881
5298,1.2998,0.9713,1.89141,1.70935,1.0,2.53944,0.47287
5299,0.9753,1.1778,2.7904,0.85338,1.0,2.10746,0.43516
5300,0.8554,1.4785,1.73268,1.81869,1.0,4.13808,0.5519
5301,1.4261,1.4643,1.64351,1.82136,1.0,4.64011,0.49841
5302,1.4758,1.1265,2.55786,0.98438,1.0,2.56966,0.45623
5303,1.5351,1.3505,2.22896,1.23286,1.0,4.44689,0.51673
5304,1.0508,1.2705,1.27686,2.33191,1.0,3.143,0.48215
5305,1.0006,1.4765,1.21643,2.33579,1.0,4.74639,0.50683
5306,1.3203,1.4001,2.07747,1.44902,1.0,4.09544,0.4611
5307,1.3652,1.2925,0.83621,2.73139,1.0,3.53025,0.46009
5308,1.2053,1.3671,1.6411,1.9192,1.0,4.67263,0.49923
5309,1.2367,1.4037,1.97858,1.56741,1.0,3.55647,0.48719
5310,1.3967,1.1798,1.98131,1.57471,1.0,3.4107,0.47017
5311,1.5097,1.5024,1.52998,1.88781,1.0,5.03176,0.51678
5312,1.4995,1.0476,2.15612,1.38281,1.0,2.21657,0.47357
5313,0.8998,1.5377,2.68741,0.88905,1.0,3.92705,0.49742
5314,1.4254,1.2299,1.31992,2.22788,1.0,3.03843,0.4549
5315,0.8625,0.907,2.77658,0.83576,1.0,2.01759,0.50129
5316,0.9547,1.2137,1.7785,1.83556,1.0,3.99011,0.48494
5317,0.9276,1.2112,1.17308,2.44911,1.0,3.24394,0.48489
5318,1.2073,1.2352,1.23838,2.36137,1.0,3.16604,0.48576
5319,1.3553,1.4499,1.62222,1.87186,1.0,5.24819,0.51734
5320,1.564,0.8987,1.39776,2.14151,1.0,3.0563,0.48271
5321,1.5483,0.802,1.69631,1.82879,1.0,2.7838,0.46178
5322,1.3559,1.4922,1.15292,2.32815,1.0,5.08689,0.54911
5323,0.9043,0.9574,2.15087,1.4597,1.0,2.04673,0.47305
5324,0.905,1.2022,1.11305,2.51077,1.0,3.35651,0.45471
5325,1.2234,1.0384,1.76802,1.84539,1.0,2.71149,0.47833
5326,0.7882,1.5193,2.08146,1.45604,1.0,4.0469,0.50162
5327,1.4919,1.4497,1.98328,1.4628,1.0,3.41639,0.47999
5328,1.5304,1.2579,1.90493,1.58474,1.0,3.16088,0.4643
5329,1.1963,1.3629,1.7874,1.77657,1.0,3.68583,0.49587
5330,1.2784,1.4407,1.7611,1.75917,1.0,5.38449,0.52207
5331,0.9228,1.4772,2.21353,1.35473,1.0,3.59717,0.48123
5332,1.465,1.4349,1.22329,2.24603,1.0,4.82396,0.54256
5333,1.1839,0.9805,2.04395,1.57552,1.0,2.26507,0.47445
5334,1.0852,1.457,2.06703,1.49327,1.0,4.00188,0.48099
5335,1.0124,1.0537,2.62219,1.01996,1.0,2.33156,0.48398
5336,0.818,0.8718,1.64703,1.92233,1.0,2.8685,0.45684
5337,1.418,1.5135,1.22416,2.22663,1.0,4.63725,0.55501
5338,0.8347,1.4596,2.83725,0.75772,1.0,2.2366,0.41718
5339,1.0895,1.4146,1.22912,2.33684,1.0,4.48494,0.49511
5340,1.3404,1.2301,0.97968,2.60452,1.0,3.42555,0.45432
5341,1.048,1.1458,1.70814,1.9142,1.0,3.15867,0.49527
5342,1.2618,0.9215,1.91343,1.69211,1.0,2.53292,0.47555
5343,0.9311,1.0986,2.07634,1.54529,1.0,2.70819,0.46631
5344,0.8216,1.1192,1.26098,2.35143,1.0,3.1974,0.47863
5345,1.17,0.7968,0.79875,2.81391,1.0,4.29908,0.47687
5346,1.5326,0.79,1.54203,1.98956,1.0,2.92492,0.49678
5347,1.246,1.4891,1.45931,2.04943,1.0,4.7383,0.55547
5348,0.7994,1.3004,2.31444,1.27398,1.0,4.32913,0.5103
5349,0.9824,1.1003,1.93822,1.68637,1.0,3.00999,0.49008
5350,0.7999,1.4006,1.71703,1.84683,1.0,5.03243,0.51896
5351,1.0418,0.8814,1.87758,1.73473,1.0,2.61767,0.43798
5352,1.3112,1.5167,2.76722,0.75598,1.0,3.28961,0.42869
5353,1.3176,0.8458,2.00807,1.58077,1.0,2.33854,0.48352
5354,0.8086,0.8994,1.8543,1.71786,1.0,2.59778,0.485
5355,0.8491,1.0643,1.65787,1.94991,1.0,2.84121,0.48531
5356,0.9081,1.2233,1.32947,2.2854,1.0,3.09804,0.48893
5357,1.2154,1.4284,1.79527,1.74485,1.0,5.14682,0.53034
5358,0.9142,1.4803,2.17116,1.39437,1.0,3.78021,0.46576
5359,1.0177,1.3859,2.21169,1.37818,1.0,2.1193,0.45597
5360,0.8537,1.3048,2.27458,1.3237,1.0,4.6947,0.47862
5361,1.5513,1.5459,1.5535,1.82708,1.0,4.15474,0.49461
5362,0.7901,1.1706,1.6506,1.9432,1.0,3.0512,0.49623
5363,0.8818,1.2995,1.90796,1.68865,1.0,4.59854,0.49648
5364,0.9157,0.8184,1.19087,2.39475,1.0,3.31198,0.48567
5365,1.5141,1.3113,1.6113,1.87458,1.0,4.84771,0.50598
5366,1.1664,0.9205,1.37596,2.24475,1.0,3.07924,0.46343
5367,1.1496,0.8532,1.03586,2.58372,1.0,3.67735,0.50166
5368,1.2867,1.4059,2.30698,1.23397,1.0,4.13836,0.48086
5369,1.3787,1.1598,2.89883,0.68677,1.0,2.74165,0.44731
5370,1.5359,1.078,1.34532,2.19602,1.0,3.05701,0.44688
5371,1.236,1.1541,2.02164,1.57979,1.0,2.99012,0.47497
5372,1.1885,1.504,1.83522,1.68533,1.0,4.18009,0.48635
5373,1.2118,1.3364,1.35985,2.21028,1.0,3.70942,0.50245
5374,0.8693,1.1984,1.66102,1.94689,1.0,3.35554,0.48257
5375,1.1824,1.4181,2.28648,1.27622,1.0,2.6341,0.43846
5376,1.2433,1.0095,1.2625,2.3582,1.0,3.22725,0.47817
5377,1.551,0.8901,1.73186,1.7999,1.0,2.69561,0.46124
5378,0.9173,1.482,1.69009,1.86314,1.0,3.92507,0.526
5379,1.3357,1.328,1.83791,1.7022,1.0,4.73155,0.50568
5380,1.5064,1.3393,1.55171,1.92951,1.0,3.61968,0.49664
5381,0.8876,0.978,2.52991,1.08886,1.0,1.94668,0.48323
5382,1.1594,0.9378,1.7451,1.87321,1.0,2.77057,0.46413
5383,1.1181,1.2395,1.96056,1.64527,1.0,3.9037,0.48769
5384,1.1219,1.2685,2.40325,1.20721,1.0,2.95476,0.46107
5385,1.5144,1.0704,0.99648,2.57226,1.0,3.35146,0.45989
5386,0.9791,0.9559,0.64423,3.00898,1.0,4.47398,0.45092
5387,1.1536,1.4862,2.58716,0.97668,1.0,3.94399,0.49487
5388,1.2761,1.3807,1.00153,2.54947,1.0,3.74091,0.48533
5389,0.9608,0.8237,1.28564,2.30747,1.0,3.19579,0.4886
5390,0.7919,0.9922,1.87383,1.70993,1.0,2.51903,0.49222
5391,0.8756,1.1255,1.10399,2.52326,1.0,3.32565,0.43982
5392,1.2499,1.0356,2.10575,1.50428,1.0,2.08569,0.45948
5393,1.2809,1.4289,1.71559,1.80771,1.0,3.94489,0.51965
5394,1.3251,1.3446,1.64489,1.89361,1.0,3.80894,0.51275
5395,0.9058,1.1077,2.30565,1.31647,1.0,2.53826,0.48109
5396,1.3858,1.3312,2.21789,1.30964,1.0,2.97476,0.48473
5397,1.1361,1.4602,2.51476,1.05555,1.0,2.36063,0.4682
5398,0.9638,1.0939,1.98515,1.63875,1.0,2.695,0.47763
5399,1.4163,0.8538,1.61341,1.95747,1.0,2.89128,0.47144
5400,1.3092,1.4974,1.56623,1.92291,1.0,4.70185,0.53225
5401,0.8609,1.3707,1.1898,2.39551,1.0,3.98374,0.48663
5402,0.8356,1.114,1.64059,1.96549,1.0,2.85544,0.49155
5403,0.93,1.3798,1.66344,1.91866,1.0,4.11085,0.51569
5404,1.303,0.8876,2.15416,1.44368,1.0,2.21833,0.50551
5405,1.5009,1.2612,1.0939,2.43092,1.0,3.24835,0.48124
5406,1.0304,1.5146,1.76419,1.77535,1.0,4.14366,0.54078
5407,0.8592,1.0898,1.57225,2.03951,1.0,2.88396,0.49274
5408,1.4122,0.8933,1.90924,1.6629,1.0,2.49174,0.47352
5409,1.4876,0.8286,0.80848,2.77624,1.0,4.12888,0.48539
5410,0.8041,0.9882,1.30397,2.29408,1.0,3.12596,0.46687
5411,1.3049,1.4396,1.62012,1.89252,1.0,4.56077,0.53047
5412,1.5479,1.5498,0.96757,2.42584,1.0,5.42793,0.56597
5413,1.2408,0.9935,2.72892,0.90002,1.0,2.08692,0.46004
5414,1.3694,0.7882,1.41528,2.15697,1.0,3.0536,0.51602
5415,1.3934,0.8165,1.30135,2.27596,1.0,3.12035,0.50994
5416,1.2594,1.1924,2.60582,0.99847,1.0,2.6738,0.47623
5417,1.3773,0.9332,1.46591,2.12378,1.0,2.99074,0.47752
5418,1.168,1.1958,1.16581,2.44969,1.0,3.30238,0.47965
5419,1.5228,1.3177,1.68145,1.79759,1.0,3.99595,0.49287
5420,1.1636,1.2978,2.9628,0.66288,1.0,2.96121,0.43723
5421,1.5121,1.238,1.99169,1.50984,1.0,4.16647,0.45937
5422,1.4424,1.4333,2.31149,1.16701,1.0,2.81581,0.49785
5423,1.1835,0.9147,1.56326,2.0524,1.0,2.95129,0.46575
5424,1.1297,0.9677,1.30429,2.32442,1.0,3.17711,0.46861
5425,1.4015,1.2413,0.98885,2.57677,1.0,3.41917,0.44556
5426,0.9574,1.1729,2.3459,1.28017,1.0,2.83914,0.45608
5427,1.5156,1.0114,1.68704,1.85591,1.0,2.72836,0.44863
5428,1.5543,1.5623,1.6094,1.76193,1.0,3.83082,0.47497
5429,1.0926,1.1102,1.63398,1.98988,1.0,2.86002,0.48716
5430,0.8056,1.3833,1.86309,1.70622,1.0,5.27778,0.5291
5431,0.8411,1.2212,1.82082,1.77949,1.0,3.24915,0.4946
5432,0.8712,1.3764,1.48902,2.09085,1.0,4.61788,0.50161
5433,1.1156,0.8828,1.43797,2.17786,1.0,3.08744,0.47204
5434,1.0671,1.2893,2.10784,1.49631,1.0,2.84456,0.45969
5435,1.3746,1.5542,2.1503,1.3069,1.0,2.2311,0.49112
5436,1.0837,1.1985,1.76823,1.84608,1.0,2.84306,0.44808
5437,1.4036,1.4542,2.26553,1.22021,1.0,4.25485,0.47538
5438,1.5047,0.985,1.84922,1.6956,1.0,2.49302,0.45766
5439,1.1128,1.427,1.67677,1.88107,1.0,3.94166,0.53539
5440,1.4563,1.3302,1.26936,2.2408,1.0,4.15218,0.49465
5441,1.4739,0.9738,2.57412,0.98438,1.0,2.35861,0.47729
5442,1.1451,1.1692,1.44573,2.16986,1.0,2.97151,0.49359
5443,0.8454,0.8288,1.69757,1.86678,1.0,2.79994,0.44743
5444,1.3441,0.869,1.91757,1.66851,1.0,2.52109,0.45552
5445,1.1007,1.2002,1.6505,1.96252,1.0,3.26224,0.49503
5446,0.986,1.51,1.85725,1.6892,1.0,3.77146,0.53627
5447,0.9322,1.0857,1.93044,1.69021,1.0,2.69061,0.47737
5448,1.4799,1.5383,1.89904,1.51677,1.0,3.92117,0.48909
5449,0.9817,0.8474,1.87915,1.72042,1.0,2.60134,0.45187
5450,1.0741,0.8779,1.19311,2.42674,1.0,3.26505,0.48233
5451,1.111,1.118,1.76424,1.85709,1.0,3.23889,0.5036
5452,1.4197,1.2885,2.32129,1.20677,1.0,3.75062,0.48248
5453,1.1585,1.2827,2.38904,1.21305,1.0,3.3421,0.46475
5454,0.8825,1.3991,1.91211,1.66501,1.0,3.79071,0.48231
5455,1.4659,1.1648,2.36128,1.17536,1.0,2.16468,0.48494
5456,1.1772,1.0323,1.51403,2.10816,1.0,2.95905,0.46141
5457,1.3817,1.0554,1.12394,2.47445,1.0,3.32022,0.47375
5458,1.4157,1.3908,0.94549,2.56768,1.0,3.64002,0.495
5459,0.9773,1.2504,2.1925,1.42255,1.0,3.11396,0.44187
5460,1.0288,1.3219,1.71355,1.88133,1.0,4.36347,0.49829
5461,1.1872,1.2316,1.7238,1.87283,1.0,3.68392,0.49101
5462,0.7981,1.3973,2.51118,1.06973,1.0,2.47866,0.47762
5463,1.2608,1.4437,2.59518,0.95487,1.0,2.82066,0.49805
5464,1.1003,1.034,2.2527,1.37743,1.0,2.4864,0.44463
5465,1.3187,1.2723,1.47903,2.08338,1.0,4.10224,0.50017
5466,0.8262,1.2278,2.04588,1.55172,1.0,3.70778,0.48121
5467,1.0448,1.3421,2.82594,0.79915,1.0,3.00303,0.44156
5468,1.542,1.0723,1.95978,1.56113,1.0,2.29829,0.45835
5469,1.1863,0.8362,2.65962,0.96435,1.0,2.85456,0.5045
5470,0.9846,1.5131,1.23683,2.30223,1.0,4.83991,0.52198
5471,1.0586,1.0491,1.02408,2.6185,1.0,3.40215,0.46599
5472,1.378,1.3442,1.36846,2.1588,1.0,4.25736,0.49752
5473,0.9808,1.2811,2.36879,1.24688,1.0,2.54436,0.4724
5474,1.3681,0.936,1.34027,2.25529,1.0,3.06662,0.48456
5475,0.9219,1.3722,2.19126,1.40081,1.0,3.79438,0.44823
5476,0.8185,1.4489,2.91682,0.68188,1.0,2.31557,0.43911
5477,1.0573,1.4451,2.09932,1.46866,1.0,2.28556,0.46484
5478,1.3895,1.3987,2.01435,1.48892,1.0,3.33131,0.47422
5479,1.4294,1.3577,1.94901,1.55208,1.0,4.11244,0.4692
5480,1.3399,0.9615,2.22312,1.37075,1.0,1.87997,0.49216
5481,1.4894,1.5076,1.04396,2.38969,1.0,5.1439,0.5555
5482,1.3322,1.4887,2.12231,1.37263,1.0,2.54854,0.46862
5483,1.0376,1.0717,1.0555,2.58556,1.0,3.40065,0.45629
5484,1.1134,1.2057,2.78598,0.85047,1.0,2.48163,0.45733
5485,1.0368,1.1666,1.652,1.96883,1.0,3.41062,0.48212
5486,1.271,1.2984,1.80501,1.75998,1.0,4.99607,0.50691
5487,1.019,1.008,2.25415,1.37598,1.0,2.03221,0.46397
5488,1.5588,1.212,1.67133,1.82259,1.0,3.70588,0.46583
5489,1.2548,0.942,1.89424,1.71355,1.0,2.56104,0.47932
5490,0.8598,0.9197,1.48191,2.11356,1.0,2.98763,0.45638
5491,1.0621,0.9327,0.81716,2.82705,1.0,3.9767,0.46371
5492,1.0825,1.5026,1.72493,1.81221,1.0,4.92448,0.5446
5493,0.839,1.3926,0.8386,2.75081,1.0,3.60583,0.44194
5494,1.3824,1.495,1.91215,1.55857,1.0,3.85229,0.47673
5495,1.2897,1.182,1.58013,2.00726,1.0,3.13491,0.49196
5496,1.421,0.932,1.56121,2.01559,1.0,2.89774,0.47015
5497,1.2652,1.1462,1.46181,2.13865,1.0,3.01318,0.49206
5498,0.9913,1.537,1.36789,2.16119,1.0,5.21223,0.52712
5499,1.2969,1.4025,1.80983,1.71872,1.0,4.05337,0.49873
5500,1.0605,0.9003,1.86734,1.74885,1.0,2.63725,0.45997
5501,1.0281,1.5452,1.36575,2.15695,1.0,4.986,0.5339
5502,1.5405,1.5421,2.46676,0.93499,1.0,4.8925,0.49161
5503,1.3288,0.7886,2.09248,1.48577,1.0,2.18144,0.48786
5504,1.4858,0.9051,1.15196,2.42242,1.0,3.20702,0.48501
5505,0.9928,0.9451,1.95806,1.66093,1.0,2.45602,0.46895
5506,0.851,0.8299,1.41797,2.15134,1.0,3.05577,0.46761
5507,1.2346,1.0582,1.93762,1.67284,1.0,2.39529,0.46326
5508,0.8889,1.3058,2.06312,1.5353,1.0,4.21694,0.4849
5509,1.1721,1.3662,2.00347,1.56719,1.0,5.21102,0.47653
5510,0.9581,1.5166,1.24244,2.29653,1.0,4.69994,0.52066
5511,1.022,0.821,2.04105,1.55878,1.0,2.33868,0.45279
5512,0.9988,1.4056,1.66299,1.9118,1.0,5.0887,0.53198
5513,1.4553,0.7943,1.01562,2.5561,1.0,3.72035,0.49665
5514,0.8079,1.0567,2.66853,0.93922,1.0,2.0942,0.46848
5515,1.2576,1.4518,1.81147,1.71098,1.0,4.45731,0.51853
5516,1.5378,1.1826,2.43111,1.07264,1.0,2.46163,0.47028
5517,1.1059,0.9739,2.41926,1.21363,1.0,2.58078,0.48087
5518,1.1879,0.9672,1.69388,1.92419,1.0,2.85249,0.46497
5519,1.4448,1.0681,2.41062,1.14829,1.0,2.03531,0.4712
5520,1.3291,0.9814,1.4294,2.17227,1.0,3.04775,0.47021
5521,1.1256,1.1852,1.50911,2.10521,1.0,2.9598,0.49877
5522,0.9554,1.3283,1.71402,1.88073,1.0,3.81175,0.50836
5523,0.8727,1.5318,1.69843,1.83694,1.0,3.55999,0.55016
5524,1.2297,1.3168,1.83126,1.73854,1.0,3.03497,0.5006
5525,0.7907,0.9917,1.75034,1.83395,1.0,2.71984,0.48314
5526,0.87,1.4751,2.14983,1.41334,1.0,4.26318,0.47727
5527,0.8912,1.4658,2.04743,1.51675,1.0,5.03354,0.47545
5528,1.1893,1.1022,1.63339,1.98189,1.0,2.85111,0.49127
5529,1.3482,0.9294,1.92901,1.66053,1.0,2.48518,0.47208
5530,1.2028,1.0161,1.20692,2.42053,1.0,3.29836,0.48086
5531,1.3072,1.2798,1.51737,2.04534,1.0,3.90051,0.49348
5532,0.9178,1.2324,1.85783,1.75164,1.0,3.97566,0.50164
5533,1.1315,1.2597,1.96326,1.63735,1.0,3.55528,0.4984
5534,1.0887,1.0873,1.79193,1.83274,1.0,2.72542,0.48403
